strain1,strain2,chr_num,start,end
WN2002,ED3011,5,2834774,5523403
ED3012,EG4349,5,4049220,5523403
ED3012,QX1233,5,1021,5523403
ED3012,WN2002,5,2834774,5523403
ED3017,EG4349,5,4049220,5523403
ED3017,QX1233,5,4049220,5523403
ED3017,WN2002,5,4049220,5523403
EG4349,ED3046,5,4786529,5523403
WN2002,ED3046,5,4786529,5523403
ED3046,JU782,5,4786529,5523403
ED3048,EG4349,5,4049220,5523403
ED3048,QX1233,5,1021,5523403
ED3048,WN2002,5,2834774,5523403
ED3052,ED3049,5,4786529,5523403
EG4349,ED3049,5,4786529,5523403
JU346,ED3049,5,4786529,5523403
JU561,ED3049,5,4786529,5523403
JU847,ED3049,5,4786529,5523403
WN2002,ED3049,5,4786529,5523403
ED3049,JU782,5,4786529,5523403
ED3049,LKC34,5,4786529,5523403
ED3052,EG4349,5,4049220,5523403
ED3052,QX1233,5,1349017,5523403
ED3052,WN2002,5,2834774,5523403
ED3052,JU782,5,3874510,5523403
ED3073,EG4349,5,4049220,5523403
ED3073,QX1233,5,1021,5523403
ED3073,WN2002,5,2834774,5523403
JU1213,ED3077,5,5013212,5523403
EG4347,EG4349,5,4049220,5523403
EG4347,WN2002,5,2834774,5523403
EG4349,EG4946,5,4049220,5523403
EG4349,JT11398,5,4049220,5523403
EG4349,JU310,5,4049220,5523403
EG4349,JU1242,5,4049220,5523403
EG4349,JU1409,5,4049220,5523403
EG4349,JU1491,5,4049220,5523403
EG4349,JU1581,5,4049220,5523403
EG4349,JU1568,5,4049220,5523403
EG4349,JU311,5,4049220,5523403
EG4349,JU323,5,4049220,5523403
EG4349,JU346,5,4049220,5523403
EG4349,JU360,5,4049220,5523403
EG4349,JU367,5,4049220,5523403
EG4349,JU363,5,4049220,5523403
EG4349,JU394,5,4049220,5523403
EG4349,JU792,5,4049220,5523403
EG4349,JU397,5,4049220,5523403
EG4349,JU561,5,4049220,5523403
EG4349,JU830,5,4049220,5523403
EG4349,JU847,5,4049220,5523403
EG4349,LSJ1,5,4049220,5523403
EG4349,MY10,5,4049220,5523403
EG4349,MY18,5,4049220,5523403
EG4349,PX174,5,4049220,5523403
EG4349,PX179,5,4049220,5523403
EG4349,QX1233,5,4049220,5523403
EG4349,WN2002,5,4049220,5523403
EG4349,JU1088,5,4049220,5523403
EG4349,JU1172,5,4049220,5523403
EG4349,JU1200,5,4049220,5523403
EG4349,JU1246,5,4786529,5523403
EG4349,JU1395,5,4049220,5523403
EG4349,JU1400,5,4786529,5523403
EG4349,JU1440,5,4049220,5523403
EG4349,JU1530,5,4049220,5523403
EG4349,JU1586,5,4049220,5523403
EG4349,JU1652,5,4049220,5523403
EG4349,JU1896,5,4049220,5523403
EG4349,JU393,5,4049220,5523403
EG4349,JU406,5,4049220,5523403
EG4349,JU440,5,4049220,5523403
EG4349,JU642,5,4049220,5523403
EG4349,JU751,5,4049220,5523403
EG4349,JU774,5,4049220,5523403
EG4349,JU778,5,4049220,5523403
EG4349,JU782,5,4049220,5523403
EG4349,KR314,5,4786529,5523403
EG4349,LKC34,5,4049220,5523403
EG4349,MY1,5,4049220,5523403
EG4349,PB303,5,4049220,5523403
EG4946,QX1233,5,4049220,5523403
EG4946,WN2002,5,4049220,5523403
JT11398,QX1233,5,1021,5523403
JT11398,WN2002,5,2834774,5523403
QX1233,JU1088,5,1021,5523403
WN2002,JU1088,5,2834774,5523403
QX1233,JU1172,5,3120668,5523403
WN2002,JU1172,5,3120668,5523403
QX1233,JU1200,5,1021,5523403
WN2002,JU1200,5,2834774,5523403
JU1212,JU1213,5,5013212,5523403
JU1213,JU1580,5,5013212,5523403
JU1242,QX1233,5,2834774,5523403
JU1242,WN2002,5,2834774,5523403
QX1233,JU1246,5,4786529,5523403
WN2002,JU1246,5,4786529,5523403
QX1233,JU1395,5,1021,5523403
WN2002,JU1395,5,2834774,5523403
QX1233,JU1400,5,4786529,5523403
WN2002,JU1400,5,4786529,5523403
QX1233,JU1440,5,1349017,5523403
WN2002,JU1440,5,2834774,5523403
JU1491,QX1233,5,1349017,5523403
JU1491,WN2002,5,2834774,5523403
QX1233,JU1530,5,2834774,5523403
WN2002,JU1530,5,2834774,5523403
JU1568,QX1233,5,1021,5523403
JU1568,WN2002,5,2834774,5523403
JU1581,QX1233,5,1349017,5523403
JU1581,WN2002,5,2834774,5523403
QX1233,JU1586,5,1104452,5523403
WN2002,JU1586,5,2834774,5523403
QX1233,JU1652,5,1021,5523403
WN2002,JU1652,5,2834774,5523403
QX1233,JU1896,5,1021,5523403
WN2002,JU1896,5,2834774,5523403
JU310,QX1233,5,2834774,5523403
JU310,WN2002,5,2834774,5523403
JU311,QX1233,5,1021,5523403
JU311,WN2002,5,2834774,5523403
JU323,QX1233,5,1021,5523403
JU323,WN2002,5,2834774,5523403
JU346,QX1233,5,2834774,5523403
JU346,WN2002,5,2834774,5523403
JU346,JU782,5,3874510,5523403
JU360,QX1233,5,1021,5523403
JU360,WN2002,5,2834774,5523403
JU363,QX1233,5,1021,5523403
JU363,WN2002,5,2834774,5523403
JU367,QX1233,5,1021,5523403
JU367,WN2002,5,2834774,5523403
QX1233,JU393,5,1737476,5523403
WN2002,JU393,5,2834774,5523403
JU394,QX1233,5,2271298,5523403
JU394,WN2002,5,2834774,5523403
JU397,QX1233,5,2834774,5523403
JU397,WN2002,5,2834774,5523403
QX1233,JU406,5,1349017,5523403
WN2002,JU406,5,2834774,5523403
QX1233,JU440,5,1349017,5523403
WN2002,JU440,5,2834774,5523403
JU561,QX1233,5,1021,5523403
JU561,WN2002,5,2834774,5523403
JU561,JU782,5,3874510,5523403
QX1233,JU642,5,1021,5523403
WN2002,JU642,5,2834774,5523403
QX1233,JU751,5,1021,5523403
WN2002,JU751,5,2834774,5523403
QX1233,JU774,5,1349017,5523403
WN2002,JU774,5,2834774,5523403
QX1233,JU778,5,1349017,5523403
WN2002,JU778,5,2834774,5523403
JU847,JU782,5,3874510,5523403
QX1233,JU782,5,3874510,5523403
WN2002,JU782,5,3874510,5523403
JU782,LKC34,5,3874510,5523403
JU792,QX1233,5,2834774,5523403
JU792,WN2002,5,2834774,5523403
JU830,QX1233,5,1021,5523403
JU830,WN2002,5,2834774,5523403
JU847,QX1233,5,1349017,5523403
JU847,WN2002,5,2834774,5523403
WN2002,KR314,5,4786529,5523403
QX1233,LKC34,5,2834774,5523403
WN2002,LKC34,5,2834774,5523403
LSJ1,QX1233,5,1021,5523403
LSJ1,WN2002,5,2834774,5523403
QX1233,MY1,5,1021,5523403
WN2002,MY1,5,2834774,5523403
MY10,QX1233,5,4049220,5523403
MY10,WN2002,5,4049220,5523403
MY18,QX1233,5,1021,5523403
MY18,WN2002,5,2834774,5523403
QX1233,PB303,5,1021,5523403
WN2002,PB303,5,2834774,5523403
QX1233,PB306,5,5013212,5523403
PB306,PS2025,5,5013212,5523403
PX174,QX1233,5,1021,5523403
PX174,WN2002,5,2834774,5523403
PX179,QX1233,5,1021,5523403
PX179,WN2002,5,2834774,5523403
QX1233,WN2002,5,2834774,5523403
DL200,PB306,5,5013212,5891497
ED3005,PB306,5,5013212,5891497
ED3011,PB306,5,5013212,5891497
JU1212,ED3077,5,5013212,5891497
ED3077,JU1580,5,5013212,5891497
JT11398,PB306,5,5013212,5891497
JU1530,PB306,5,5013212,5891497
KR314,PB306,5,5013212,5891497
AB4,PB306,5,5013212,6363639
CB4851,PB306,5,5013212,6363639
CB4853,PB306,5,5013212,6363639
CB4857,PB306,5,5013212,6363639
CB4858,PB306,5,5013212,6363639
CX11292,PB306,5,5013212,6363639
EG4946,PB306,5,5013212,6363639
JU1088,PB306,5,5013212,6363639
JU1581,PB306,5,5013212,6363639
JU1896,PB306,5,5013212,6363639
JU310,PB306,5,5013212,6363639
JU394,PB306,5,5013212,6363639
PX174,PB306,5,5013212,6363639
AB1,JU774,5,1021,6698801
AB4,JU774,5,1349017,6698801
CB4851,JU774,5,2271298,6698801
CB4852,JU774,5,1349017,6698801
CB4853,JU774,5,1349017,6698801
CB4854,JU774,5,1349017,6698801
CB4857,JU774,5,1349017,6698801
CB4858,JU774,5,1349017,6698801
CB4932,JU774,5,1104452,6698801
CX11271,ED3012,5,1021,6698801
CX11271,ED3073,5,1021,6698801
CX11271,JU367,5,1021,6698801
CX11271,JU561,5,1021,6698801
CX11271,JU1172,5,3120668,6698801
CX11271,JU751,5,1021,6698801
CX11271,JU774,5,1349017,6698801
CX11271,MY1,5,1021,6698801
CX11276,ED3012,5,1021,6698801
CX11276,ED3073,5,1021,6698801
CX11276,JU367,5,1021,6698801
CX11276,JU561,5,1021,6698801
CX11276,JU1172,5,3120668,6698801
CX11276,JU751,5,1021,6698801
CX11276,JU774,5,1349017,6698801
CX11276,MY1,5,1021,6698801
CX11292,JU774,5,1349017,6698801
CX11307,JU774,5,2271298,6698801
CX11315,JU774,5,1349017,6698801
DL200,JU774,5,3874510,6698801
DL226,JU774,5,1349017,6698801
ED3005,JU774,5,1349017,6698801
ED3011,JU774,5,1349017,6698801
ED3012,JU774,5,1349017,6698801
ED3017,JU774,5,4049220,6698801
ED3046,JU774,5,4786529,6698801
ED3048,JU774,5,1349017,6698801
ED3049,JU774,5,4786529,6698801
ED3052,JU774,5,1104452,6698801
ED3073,JU774,5,1349017,6698801
EG4347,JU774,5,5247746,6698801
EG4946,JU774,5,4049220,6698801
JT11398,JU774,5,1349017,6698801
JU1088,JU774,5,1349017,6698801
JU1172,JU774,5,3120668,6698801
JU1200,JU774,5,1349017,6698801
JU1213,JU774,5,5524472,6698801
JU1242,JU774,5,2834774,6698801
JU1246,JU774,5,4786529,6698801
JU1395,JU774,5,4786529,6698801
JU1400,JU774,5,4786529,6698801
JU1409,JU774,5,5524472,6698801
JU1440,JU774,5,1021,6698801
JU1491,JU774,5,1021,6698801
JU1530,JU774,5,2834774,6698801
JU1568,JU774,5,1349017,6698801
JU1581,JU774,5,1104452,6698801
JU1586,JU774,5,4786529,6698801
JU1652,JU774,5,1349017,6698801
JU1896,JU774,5,1349017,6698801
JU310,JU774,5,2834774,6698801
JU311,JU774,5,1349017,6698801
JU323,JU774,5,1349017,6698801
JU346,JU774,5,2834774,6698801
JU360,JU774,5,1349017,6698801
JU363,JU774,5,1349017,6698801
JU367,JU774,5,1349017,6698801
JU393,JU774,5,1737476,6698801
JU394,JU774,5,2271298,6698801
JU397,JU774,5,2834774,6698801
JU406,JU774,5,1021,6698801
JU440,JU774,5,1104452,6698801
JU561,JU774,5,1349017,6698801
JU642,JU774,5,1349017,6698801
JU751,JU774,5,1349017,6698801
JU792,JU774,5,2834774,6698801
JU830,JU774,5,1349017,6698801
JU847,JU774,5,1104452,6698801
LSJ1,JU774,5,1349017,6698801
MY10,JU774,5,4049220,6698801
MY18,JU774,5,1349017,6698801
PX174,JU774,5,1349017,6698801
PX179,JU774,5,1349017,6698801
JU774,JU778,5,1104452,6698801
JU774,JU782,5,3874510,6698801
JU774,KR314,5,4786529,6698801
JU774,LKC34,5,2834774,6698801
JU774,MY1,5,1349017,6698801
JU774,PB303,5,1349017,6698801
JU774,PB306,5,5013212,6698801
JU1212,JU1580,5,676516,7086797
CX11262,AB1,5,6363640,7348082
AB1,CX11264,5,6363640,7348082
AB1,CX11307,5,2271298,7348082
AB1,CX11314,5,6363640,7348082
CX11262,AB4,5,6363640,7348082
AB4,CX11264,5,6363640,7348082
AB4,CX11307,5,2271298,7348082
AB4,CX11314,5,6363640,7348082
CB4851,CX11307,5,2271298,7348082
CB4852,CX11262,5,6363640,7348082
CB4852,CX11264,5,6363640,7348082
CB4852,CX11307,5,2271298,7348082
CB4852,CX11314,5,6363640,7348082
CB4853,CX11262,5,6363640,7348082
CB4853,CX11264,5,6363640,7348082
CB4853,CX11307,5,2834774,7348082
CB4853,CX11314,5,6363640,7348082
CX11262,CB4854,5,6363640,7348082
CB4854,CX11264,5,6363640,7348082
CB4854,CX11307,5,2271298,7348082
CB4854,CX11314,5,6363640,7348082
CB4854,JU751,5,1021,7348082
CX11262,CB4857,5,6363640,7348082
CB4857,CX11264,5,6363640,7348082
CB4857,CX11307,5,2271298,7348082
CB4857,CX11314,5,6363640,7348082
CB4858,CX11262,5,6363640,7348082
CB4858,CX11264,5,6363640,7348082
CB4858,CX11307,5,2271298,7348082
CB4858,CX11314,5,6363640,7348082
CB4932,CX11307,5,2271298,7348082
CX11292,CX11262,5,6363640,7348082
CX11262,CX11315,5,6363640,7348082
CX11262,CX11285,5,5898060,7348082
CX11262,ED3005,5,6363640,7348082
CX11262,ED3048,5,6363640,7348082
CX11262,EG4347,5,6363640,7348082
CX11262,JT11398,5,6363640,7348082
CX11262,JU310,5,6363640,7348082
CX11262,JU1213,5,6363640,7348082
CX11262,JU1242,5,6363640,7348082
CX11262,JU1409,5,6363640,7348082
CX11262,JU1491,5,6363640,7348082
CX11262,JU1581,5,6363640,7348082
CX11262,JU1568,5,6363640,7348082
CX11262,JU323,5,6363640,7348082
CX11262,JU346,5,6363640,7348082
CX11262,JU360,5,6363640,7348082
CX11262,JU363,5,6363640,7348082
CX11262,JU394,5,6363640,7348082
CX11262,JU792,5,6363640,7348082
CX11262,JU397,5,6363640,7348082
CX11262,JU830,5,6363640,7348082
CX11262,JU847,5,6363640,7348082
CX11262,MY10,5,6363640,7348082
CX11262,PX174,5,6363640,7348082
CX11262,PX179,5,6363640,7348082
CX11262,QX1233,5,1021,7348082
CX11262,CX11307,5,6363640,7348082
CX11262,DL200,5,6363640,7348082
CX11262,DL226,5,6363640,7348082
CX11262,ED3011,5,6363640,7348082
CX11262,ED3046,5,6363640,7348082
CX11262,ED3049,5,6363640,7348082
CX11262,JU1088,5,6363640,7348082
CX11262,JU1200,5,6363640,7348082
CX11262,JU1395,5,6363640,7348082
CX11262,JU1400,5,6363640,7348082
CX11262,JU1440,5,6363640,7348082
CX11262,JU1530,5,6363640,7348082
CX11262,JU1586,5,6363640,7348082
CX11262,JU1652,5,6363640,7348082
CX11262,JU1896,5,6363640,7348082
CX11262,JU393,5,6363640,7348082
CX11262,JU406,5,6363640,7348082
CX11262,JU440,5,6363640,7348082
CX11262,JU642,5,6363640,7348082
CX11262,JU778,5,6363640,7348082
CX11262,JU782,5,6363640,7348082
CX11262,KR314,5,6363640,7348082
CX11262,LKC34,5,6363640,7348082
CX11262,PB303,5,6363640,7348082
CX11262,PB306,5,6363640,7348082
CX11292,CX11264,5,6363640,7348082
CX11315,CX11264,5,6363640,7348082
CX11285,CX11264,5,5898060,7348082
ED3005,CX11264,5,6363640,7348082
ED3048,CX11264,5,6363640,7348082
EG4347,CX11264,5,6363640,7348082
JT11398,CX11264,5,6363640,7348082
JU310,CX11264,5,6363640,7348082
JU1213,CX11264,5,6363640,7348082
JU1242,CX11264,5,6363640,7348082
JU1409,CX11264,5,6363640,7348082
JU1491,CX11264,5,6363640,7348082
JU1581,CX11264,5,6363640,7348082
JU1568,CX11264,5,6363640,7348082
JU323,CX11264,5,6363640,7348082
JU346,CX11264,5,6363640,7348082
JU360,CX11264,5,6363640,7348082
JU363,CX11264,5,6363640,7348082
JU394,CX11264,5,6363640,7348082
JU792,CX11264,5,6363640,7348082
JU397,CX11264,5,6363640,7348082
JU830,CX11264,5,6363640,7348082
JU847,CX11264,5,6363640,7348082
MY10,CX11264,5,6363640,7348082
PX174,CX11264,5,6363640,7348082
PX179,CX11264,5,6363640,7348082
QX1233,CX11264,5,5013212,7348082
CX11264,CX11307,5,6363640,7348082
CX11264,DL200,5,6363640,7348082
CX11264,DL226,5,6363640,7348082
CX11264,ED3011,5,6363640,7348082
CX11264,ED3046,5,6363640,7348082
CX11264,ED3049,5,6363640,7348082
CX11264,JU1088,5,6363640,7348082
CX11264,JU1200,5,6363640,7348082
CX11264,JU1395,5,6363640,7348082
CX11264,JU1400,5,6363640,7348082
CX11264,JU1440,5,6363640,7348082
CX11264,JU1530,5,6363640,7348082
CX11264,JU1586,5,6363640,7348082
CX11264,JU1652,5,6363640,7348082
CX11264,JU1896,5,6363640,7348082
CX11264,JU393,5,6363640,7348082
CX11264,JU406,5,6363640,7348082
CX11264,JU440,5,6363640,7348082
CX11264,JU642,5,6363640,7348082
CX11264,JU778,5,6363640,7348082
CX11264,JU782,5,6363640,7348082
CX11264,KR314,5,6363640,7348082
CX11264,LKC34,5,6363640,7348082
CX11264,PB303,5,6363640,7348082
CX11264,PB306,5,6363640,7348082
CX11271,CX11307,5,2271298,7348082
CX11276,CX11307,5,2271298,7348082
CX11285,CX11314,5,5898060,7348082
CX11285,PS2025,5,5898060,7348082
CX11292,CX11307,5,2271298,7348082
CX11292,CX11314,5,6363640,7348082
CX11315,CX11307,5,2271298,7348082
ED3005,CX11307,5,2271298,7348082
ED3012,CX11307,5,2271298,7348082
ED3017,CX11307,5,4049220,7348082
ED3048,CX11307,5,2834774,7348082
ED3052,CX11307,5,2271298,7348082
ED3073,CX11307,5,2271298,7348082
EG4347,CX11307,5,2271298,7348082
EG4946,CX11307,5,4049220,7348082
JT11398,CX11307,5,2834774,7348082
JU310,CX11307,5,2834774,7348082
JU1213,CX11307,5,5524472,7348082
JU1242,CX11307,5,2834774,7348082
JU1409,CX11307,5,2271298,7348082
JU1491,CX11307,5,2271298,7348082
JU1581,CX11307,5,2271298,7348082
JU1568,CX11307,5,2271298,7348082
JU311,CX11307,5,2271298,7348082
JU323,CX11307,5,2271298,7348082
JU346,CX11307,5,2834774,7348082
JU360,CX11307,5,2271298,7348082
JU367,CX11307,5,2271298,7348082
JU363,CX11307,5,2271298,7348082
JU394,CX11307,5,2271298,7348082
JU792,CX11307,5,2834774,7348082
JU397,CX11307,5,2834774,7348082
JU561,CX11307,5,2271298,7348082
JU830,CX11307,5,2271298,7348082
JU847,CX11307,5,2271298,7348082
LSJ1,CX11307,5,2271298,7348082
MY10,CX11307,5,4049220,7348082
MY18,CX11307,5,2271298,7348082
PX174,CX11307,5,2271298,7348082
PX179,CX11307,5,2271298,7348082
QX1233,CX11307,5,6363640,7348082
WN2002,CX11307,5,6363640,7348082
CX11307,CX11314,5,6363640,7348082
CX11307,DL200,5,3874510,7348082
CX11307,DL226,5,2271298,7348082
CX11307,ED3011,5,2271298,7348082
CX11307,ED3046,5,4786529,7348082
CX11307,ED3049,5,4786529,7348082
CX11307,JU1088,5,2271298,7348082
CX11307,JU1172,5,3120668,7348082
CX11307,JU1200,5,2271298,7348082
CX11307,JU1246,5,4786529,7348082
CX11307,JU1395,5,2271298,7348082
CX11307,JU1400,5,4786529,7348082
CX11307,JU1440,5,2834774,7348082
CX11307,JU1530,5,2834774,7348082
CX11307,JU1586,5,2271298,7348082
CX11307,JU1652,5,2271298,7348082
CX11307,JU1896,5,2271298,7348082
CX11307,JU393,5,2271298,7348082
CX11307,JU406,5,2271298,7348082
CX11307,JU440,5,2271298,7348082
CX11307,JU642,5,2271298,7348082
CX11307,JU751,5,2271298,7348082
CX11307,JU778,5,2271298,7348082
CX11307,JU782,5,3874510,7348082
CX11307,KR314,5,4786529,7348082
CX11307,LKC34,5,2834774,7348082
CX11307,MY1,5,2834774,7348082
CX11307,PB303,5,2271298,7348082
CX11307,PB306,5,5013212,7348082
CX11315,CX11314,5,6363640,7348082
ED3005,CX11314,5,6363640,7348082
ED3048,CX11314,5,6363640,7348082
EG4347,CX11314,5,6363640,7348082
JT11398,CX11314,5,6363640,7348082
JU310,CX11314,5,6363640,7348082
JU1213,CX11314,5,6363640,7348082
JU1242,CX11314,5,6363640,7348082
JU1409,CX11314,5,6363640,7348082
JU1491,CX11314,5,6363640,7348082
JU1581,CX11314,5,6363640,7348082
JU1568,CX11314,5,6363640,7348082
JU323,CX11314,5,6363640,7348082
JU346,CX11314,5,6363640,7348082
JU360,CX11314,5,6363640,7348082
JU363,CX11314,5,6363640,7348082
JU394,CX11314,5,6363640,7348082
JU792,CX11314,5,6363640,7348082
JU397,CX11314,5,6363640,7348082
JU830,CX11314,5,6363640,7348082
JU847,CX11314,5,6363640,7348082
MY10,CX11314,5,6363640,7348082
PX174,CX11314,5,6363640,7348082
PX179,CX11314,5,6363640,7348082
QX1233,CX11314,5,5013212,7348082
CX11314,DL200,5,6363640,7348082
CX11314,DL226,5,6363640,7348082
CX11314,ED3011,5,6363640,7348082
CX11314,ED3046,5,6363640,7348082
CX11314,ED3049,5,6363640,7348082
CX11314,JU1088,5,6363640,7348082
CX11314,JU1200,5,6363640,7348082
CX11314,JU1395,5,6363640,7348082
CX11314,JU1400,5,6363640,7348082
CX11314,JU1440,5,6363640,7348082
CX11314,JU1530,5,6363640,7348082
CX11314,JU1586,5,6363640,7348082
CX11314,JU1652,5,6363640,7348082
CX11314,JU1896,5,6363640,7348082
CX11314,JU393,5,6363640,7348082
CX11314,JU406,5,6363640,7348082
CX11314,JU440,5,6363640,7348082
CX11314,JU642,5,6363640,7348082
CX11314,JU778,5,6363640,7348082
CX11314,JU782,5,6363640,7348082
CX11314,KR314,5,6363640,7348082
CX11314,LKC34,5,6363640,7348082
CX11314,PB303,5,6363640,7348082
CX11314,PB306,5,6363640,7348082
JT11398,JU751,5,1021,7348082
JU1172,JU751,5,3120668,7348082
JU1409,JU751,5,1021,7348082
JU1896,JU751,5,1021,7348082
JU792,JU751,5,2834774,7348082
JU830,JU751,5,1021,7348082
JU751,PB306,5,5013212,7348082
QX1233,PS2025,5,5013212,7348082
CX11285,QX1233,5,5898060,7599109
JU1409,ED3011,5,5524472,8036064
ED3048,JU1409,5,1021,8036064
ED3073,JU1409,5,1021,8036064
JU1409,JU1172,5,5524472,8036064
JU1409,JU1568,5,5524472,8036064
JU1409,JU360,5,1021,8036064
JU1409,JU363,5,1021,8036064
JU1409,JU561,5,1021,8036064
CB4851,MY1,5,2271298,8581474
CB4851,PB306,5,6698821,8581474
CB4852,MY1,5,1021,8581474
CB4852,PB306,5,5013212,8581474
CX11276,MY1,5,7086800,8581474
CX11276,PB306,5,5013212,8581474
ED3046,MY1,5,4786529,8581474
ED3046,PB306,5,6698821,8581474
ED3048,MY1,5,1021,8581474
ED3048,PB306,5,5013212,8581474
ED3049,MY1,5,4786529,8581474
ED3049,PB306,5,6698821,8581474
EG4946,MY1,5,4049220,8581474
EG4946,PB306,5,6698821,8581474
JU1242,MY1,5,2834774,8581474
JU1242,PB306,5,5013212,8581474
JU1530,MY1,5,2834774,8581474
JU1530,PB306,5,6363640,8581474
JU1652,MY1,5,1021,8581474
JU1652,PB306,5,5013212,8581474
JU346,MY1,5,2834774,8581474
JU346,PB306,5,5013212,8581474
MY1,PB306,5,5013212,8581474
AB1,PB306,5,5013212,9166670
AB4,PB306,5,6698821,9166670
CB4853,PB306,5,6698821,9166670
JU1409,CB4854,5,1021,9166670
JU1568,CB4854,5,1021,9166670
JU561,CB4854,5,1021,9166670
CB4854,JU1246,5,4786529,9166670
CB4854,JU642,5,1021,9166670
CB4854,KR314,5,4786529,9166670
CB4854,PB306,5,5013212,9166670
CB4857,PB306,5,6698821,9166670
CB4858,PB306,5,6698821,9166670
CB4932,PB306,5,5013212,9166670
CX11271,PB306,5,5013212,9166670
CX11292,PB306,5,6698821,9166670
CX11315,PB306,5,5013212,9166670
DL200,PB306,5,6363640,9166670
DL226,PB306,5,5013212,9166670
ED3005,PB306,5,6363640,9166670
ED3011,PB306,5,6363640,9166670
ED3012,PB306,5,5013212,9166670
ED3017,PB306,5,5013212,9166670
ED3040,PB306,5,6698821,9166670
ED3052,PB306,5,5013212,9166670
ED3073,PB306,5,5013212,9166670
ED3077,PB306,5,6698821,9166670
EG4347,PB306,5,5247746,9166670
JT11398,PB306,5,6363640,9166670
JU1088,PB306,5,6698821,9166670
JU1172,PB306,5,5013212,9166670
JU1200,PB306,5,5013212,9166670
JU1213,PB306,5,5524472,9166670
JU1246,PB306,5,5013212,9166670
JU1395,PB306,5,5013212,9166670
JU1400,PB306,5,5013212,9166670
JU1409,PB306,5,5524472,9166670
JU1440,PB306,5,5013212,9166670
JU1491,PB306,5,5013212,9166670
JU1568,PB306,5,5013212,9166670
JU1581,PB306,5,6698821,9166670
JU1586,PB306,5,5013212,9166670
JU1896,PB306,5,6698821,9166670
JU310,PB306,5,6698821,9166670
JU311,PB306,5,5013212,9166670
JU323,PB306,5,5013212,9166670
JU360,PB306,5,5013212,9166670
JU363,PB306,5,5013212,9166670
JU367,PB306,5,5013212,9166670
JU393,PB306,5,5013212,9166670
JU394,PB306,5,6698821,9166670
JU397,PB306,5,5013212,9166670
JU406,PB306,5,5013212,9166670
JU440,PB306,5,5013212,9166670
JU561,PB306,5,6363640,9166670
JU642,PB306,5,5013212,9166670
JU751,PB306,5,7599893,9166670
JU778,PB306,5,5013212,9166670
JU782,PB306,5,5013212,9166670
JU792,PB306,5,5013212,9166670
JU830,PB306,5,5013212,9166670
JU847,PB306,5,5013212,9166670
KR314,PB306,5,6363640,9166670
LKC34,PB306,5,5013212,9166670
LSJ1,PB306,5,5013212,9166670
MY10,PB306,5,5013212,9166670
MY18,PB306,5,5013212,9166670
PB303,PB306,5,5013212,9166670
PX174,PB306,5,6698821,9166670
PX179,PB306,5,5013212,9166670
QX1233,PB306,5,6363640,9166670
WN2002,PB306,5,6363640,9166670
CX11271,CB4854,5,1021,9564052
CX11276,CB4854,5,1021,9564052
ED3048,CB4854,5,1021,9564052
JU346,CB4854,5,2834774,9564052
CX11315,CX11271,5,1021,9564052
CX11271,ED3048,5,1021,9564052
CX11271,EG4946,5,4049220,9564052
CX11271,JU346,5,2834774,9564052
CX11271,JU847,5,1349017,9564052
CX11271,MY10,5,4049220,9564052
CX11271,EG4724,5,7349885,9564052
CX11271,JU1200,5,1021,9564052
CX11271,JU1400,5,4786529,9564052
CX11271,JU1896,5,1021,9564052
CX11271,JU406,5,1349017,9564052
CX11271,JU642,5,1021,9564052
CX11271,KR314,5,4786529,9564052
CX11315,CX11276,5,1021,9564052
CX11276,ED3048,5,1021,9564052
CX11276,EG4946,5,4049220,9564052
CX11276,JU346,5,2834774,9564052
CX11276,JU847,5,1349017,9564052
CX11276,MY10,5,4049220,9564052
CX11276,EG4724,5,7349885,9564052
CX11276,JU1200,5,1021,9564052
CX11276,JU1400,5,4786529,9564052
CX11276,JU1896,5,1021,9564052
CX11276,JU406,5,1349017,9564052
CX11276,JU642,5,1021,9564052
CX11276,KR314,5,4786529,9564052
CX11315,ED3048,5,1021,9564052
CX11315,JU346,5,2834774,9564052
CX11315,KR314,5,4786529,9564052
ED3048,EG4946,5,4049220,9564052
ED3048,JU346,5,2834774,9564052
ED3048,JU847,5,1349017,9564052
ED3048,MY10,5,4049220,9564052
ED3048,EG4724,5,7349885,9564052
ED3048,JU1200,5,1021,9564052
ED3048,JU1400,5,4786529,9564052
ED3048,JU1896,5,1021,9564052
ED3048,JU406,5,1349017,9564052
ED3048,JU642,5,1021,9564052
ED3048,KR314,5,4786529,9564052
JU346,EG4724,5,7349885,9564052
EG4724,KR314,5,7349885,9564052
EG4946,JU346,5,4049220,9564052
EG4946,KR314,5,4786529,9564052
JU346,JU1200,5,2834774,9564052
JU1200,KR314,5,4786529,9564052
JU346,JU1400,5,4786529,9564052
JU1400,KR314,5,4786529,9564052
JU346,JU1896,5,2834774,9564052
JU1896,KR314,5,4786529,9564052
JU346,JU847,5,2834774,9564052
JU346,MY10,5,4049220,9564052
JU346,JU406,5,2834774,9564052
JU346,JU642,5,2834774,9564052
JU346,KR314,5,4786529,9564052
JU406,KR314,5,4786529,9564052
JU642,KR314,5,4786529,9564052
